locus_tag,cluster_id,LanzaTech,MeOH,NO3_lowO2_slow_growth,NoCu,NoLanthanum,WT_control,WithLanthanum,aa3_KO,crotonic_acid,highCu,highO2_slow_growth,lowCH4,lowCu,lowO2_fast_growth,lowO2_low_iron_fast_growth,lowO2_slow_growth,medCu,slow_growth,uMax,unknown
EQU24_RS06990,1,0.6169643163747901,0.6186615896364652,0.5626622540991427,-0.027750265142654332,0.5870211052149449,0.1571227040404149,0.4153275954043617,0.1628417611836221,0.3582617920070145,-0.31726862335515105,0.4498427845668713,0.4453968913901323,-0.16412095717486513,0.4043739225159261,-0.06490034759802478,-0.493479030768165,-0.41628278991583534,0.24355843636808044,0.17358150445805218,1.0120077981926825
EQU24_RS06995,1,0.7688277278572694,0.7606113087763987,0.22009770166120216,0.27933886229524435,0.3487726401513863,0.0028498247519872155,0.18297522283265646,-0.14735756008498094,-0.015086544231873547,-0.2015255172310985,0.17219224965835062,0.7560325048072731,-0.05528778727771829,0.4886777591784751,0.4777511016885642,0.12484394596869836,-0.4434497354784289,0.09485520575278504,0.18521144975947046,1.1266672950155427
EQU24_RS07000,1,0.16999729248914858,0.6856862729870715,0.3027661514435863,0.3711590466516657,0.8486455087687027,0.3319884715556218,0.8315324701979455,0.5874172399190141,0.03979470244618758,0.10542305562782303,0.4637244834641445,0.8898228274303752,0.17041826373123078,0.015737559403975986,0.7162588734688684,0.17312339487578285,0.3205230985244998,0.5544094339524893,0.15707045812874648,-0.07085408582033532
EQU24_RS07020,1,0.4880977771794099,0.1927534068019356,-0.06092172978033099,0.23644281767019226,0.19097403152060635,0.4884003062325758,0.1268012106820215,-0.01716374220836424,0.1811019158037916,0.6835286577740001,-0.1437557888061862,0.9168995484663768,0.3640285403084802,0.11257821761346877,0.6539558084937755,0.17763586283633473,0.3710319352782441,0.5326091836326733,0.1686327218468668,-0.536533960858648
EQU24_RS07025,1,-0.23924196095554226,0.4518957541566943,0.14029137363237962,0.28531539869861106,0.3771769003054362,0.026396566021949303,0.2856724443559237,0.10723470476018523,0.2604798565868033,0.36520712487969503,0.06549379025514893,0.3932809519182063,0.2244757740203412,0.08350966599716947,0.3658055805786839,0.09586891701817063,0.28261460715967923,0.32743475569309594,0.1933387908708446,-0.5413099590808265
EQU24_RS07070,1,0.2519466415121786,0.04955046478666943,0.3269204199195212,0.16546728220950002,0.3397058804023425,0.566424930204651,0.2453461936496776,0.7891026714838141,0.6815956761443933,0.499979923340567,0.7256355449953785,0.4263886553095576,0.2316360479659865,-0.21840727946658728,0.5610494795809844,0.048574949455501316,0.16275110413081614,0.16313201933470425,0.18716451532634149,0.01973036769676001
EQU24_RS07080,1,0.6993402725547867,0.9063426527548708,0.156586283300412,-0.027357901743282585,0.11288514256168815,0.11083425270192583,-0.0067146392101152365,-0.04365100728693226,0.5410886264935203,-0.2915259296743307,0.4321533916655165,0.5215075130843305,0.12407560323763232,0.5020514554395676,0.49752886475192204,-0.03251000775333101,-0.09300678298480504,0.06352079570124862,0.16097751919024167,0.03276529427724236
EQU24_RS07150,1,-0.38876061036669546,-0.08882796821404389,0.5049506951005709,0.2395315153137373,0.5715173061186175,0.2154073724399976,0.7663590595951558,0.2065820406140036,0.2551013598686987,0.4179885606727504,0.5484649643039343,-0.17702660942261694,0.144554788669991,-0.08069300615036495,0.17437323158048393,0.2972621555204006,-0.09922850663223914,0.4839993583976864,0.14652511594346646,0.012644767163850068
EQU24_RS07210,1,0.056815226640994025,0.50968301735453,0.06816073177457567,0.1835694789382681,0.3099840089907366,0.1522618691496113,0.35739399602166794,-0.046079405399488835,0.2677622474428982,0.2352012465423777,0.3177258693902065,0.6347556374955934,0.06105605746391361,0.2468475257835927,0.7921728176166101,0.03810935930372043,0.10614915646739903,0.22052626352165752,0.11079424993556528,0.9120032073989972
EQU24_RS07220,1,0.3887596723823336,0.1336910745464582,0.1836247526250472,-0.05417802078536525,0.4862075628779426,0.38810408198470825,0.37265125734682464,0.2927743413618726,0.0051925457257511924,0.07093126475416474,0.07628545914591232,0.02695871561797687,-0.05067302744417879,0.3906067296816989,-0.07126264698910814,-0.0792058285321653,-0.011582279173504094,0.4024818068574288,0.17519864782517927,-0.010185483948171795
EQU24_RS07225,1,-0.06960838409911731,-0.06011007148154146,0.42674307153625896,0.11497312644048376,0.3263371479422663,-0.03149969128437405,0.2942072623995641,0.3206377164316493,-0.08796635423534596,-0.19506042603606988,0.2319390142038885,-0.03272284572357119,0.1450939145760459,0.2424423354016497,0.20363195670046988,0.06540208586115112,0.16622738791198471,0.5987016282215004,0.19405641549808972,-0.2117344841905819
EQU24_RS07230,1,0.026588276294926053,1.0019830380471442,0.10629059300564188,0.07554160239116163,0.488277623473581,0.006738459335933917,0.3675761239157888,-0.11351607746164237,-0.009537658763764069,-0.03628990385727993,-0.09186152599052656,0.2943724861738163,-0.01942724125664942,0.4688763326290589,0.36093482637274776,-0.1921153637778272,0.02096967000660437,0.3096922970762624,0.10589952766305613,0.6084868590838942
EQU24_RS07235,1,0.34810153734094595,0.9644508002410238,0.25290499153778123,-0.01815217831883801,0.8448836643254579,0.5771837764616297,0.7023789380138786,0.19197235815090896,0.03444835211430273,-0.2675150903760234,0.2532953204700699,0.841482852186376,-0.19038464319593898,0.5510275811894829,0.7209945780996737,0.2252984178103005,-0.15588531947795267,0.3580153231562277,-0.04090409343213902,0.5392026208324632
EQU24_RS07335,1,0.030663453292873493,0.1456589201363512,0.4383923725382902,0.32830906220589195,0.7817510504530455,0.2463470637621659,0.5768609935507454,0.34296157584367404,0.2792244898514083,0.2634636346724477,0.6915448021613981,0.6689930767508324,0.20524636612942385,0.03276795447522449,0.7313715301122519,0.4070925702887105,0.1385540219377905,0.7885800595628736,0.20464417102663385,-0.021393768039403026
EQU24_RS07370,1,-0.3775671989905626,0.25159597763355024,0.4584269970688513,0.1373149506795065,0.3730625562696621,0.05258198784185143,0.20728232845417674,-0.06548676010366394,0.6966706130817907,0.0786065030603077,0.27231876278530565,0.4093862520312088,-0.06614602219524195,0.32872197821422816,0.5092430680023861,-0.5646110255749313,-0.026750607131767117,-0.4489451150902756,0.1978513262490235,0.2782430352474097
