locus_tag,LanzaTech,MeOH,NO3_lowO2_slow_growth,NoCu,NoLanthanum,WT_control,WithLanthanum,aa3_KO,crotonic_acid,highCu,highO2_slow_growth,lowCH4,lowCu,lowO2_fast_growth,lowO2_low_iron_fast_growth,lowO2_slow_growth,medCu,slow_growth,uMax,unknown
EQU24_RS12620,-0.37149529476889354,-3.4249439547122877,-1.2089273705390178,-0.9628905764156257,-2.9242876363167243,0.16268802840866395,-2.4728305500118966,0.00016806502509476227,-2.664969832181768,0.2961431262900006,1.8485115570062152,0.31934855534549533,-0.2709021113974084,0.07598319577880369,0.02214786627444489,-0.8253033095442353,0.4844739159960084,-0.847711955815084,0.2324646896365119,-1.3440526910656139
EQU24_RS12625,0.3534253871517104,-2.8846627412337056,-0.8727520756564234,-1.0337931412818175,-2.6071395915676074,-0.34451355280650015,-2.029340063571935,0.17789093812924128,-2.048995197037661,0.031153706709574867,2.3240427528156093,0.7858332480721086,-0.20082692639874036,0.13179295151283965,-0.207810948884463,-0.6894968807051631,0.4808680541113901,-0.46540033082533616,0.2295124536788334,-0.8667384369852975
EQU24_RS12630,0.2857003810187394,-2.5487420646536645,-1.0086638159935,-1.134571286849437,-2.8307784030808514,-0.8009454360410269,-2.3175278560689194,0.03998849024069904,-1.8120683055328073,0.1391767099205495,2.070891223311801,0.309875725341534,-0.30250244519118247,-0.3403154974359794,-0.3729610135240436,-0.8794794011662147,0.47097344513901934,-0.6900882970313414,0.22990548790308132,-0.40496102070833856
EQU24_RS12635,0.36954565855874494,-2.2795249562876814,-1.0680827304878155,-1.2083600962475418,-2.7953299165501484,-0.9444756390160343,-2.2693553766762555,0.035636277183905385,-1.366561769909915,0.04932451586601669,2.521532806984643,-0.38764449615897834,-0.3212798248828271,-0.7300532935821582,-0.35850695942970223,-0.7264091937729862,0.3729663484664201,-0.7986118666082211,0.23142449257532427,-0.7333140694728103
EQU24_RS12640,0.5653103853426019,-1.7974780519823068,-1.1717831983716094,-1.325680063117095,-2.974413304500105,-1.157626422217315,-2.2474701585720966,-0.20811081263355463,-1.2332997516775008,-0.1882895263870974,2.313622039975393,-0.8189361432779663,-0.37519714163403295,-0.6491901887128938,-0.25606065122493915,-0.7997825204396705,0.38880241588835707,-0.8631192958664508,0.2286381592096597,-0.18148149145494308
EQU24_RS12645,0.43560135597267546,-1.4815132800626425,-1.024774710789383,-1.0345418332295897,-2.2908054763984103,-0.8520943957615907,-1.8413935151883463,-0.039026616962945286,-0.7697973851109936,-0.04363171227055728,2.2019349738041254,-1.0625625909289056,-0.3992264765620632,-0.338491890915101,-0.17000696599979676,-0.798317275815597,0.2906883637721812,-0.8818918740171626,0.22318643562251567,0.10509736431893035
EQU24_RS12650,-0.4286489294552364,-0.7022936515750368,-1.2044861436575784,-0.2768393436109922,-0.8352945087650406,-0.9884002446506397,-0.724141083179215,-0.4094892126791072,-0.6877086671707744,0.4559268598653623,1.5925834141020025,-0.7019214362633083,0.05684761720725921,-0.26384075920153627,0.24317201862533794,-0.42394116541580285,0.6849053761069055,-0.6240594689672111,0.22240068496558443,-0.41228024026489385
EQU24_RS12655,-0.8889973639971674,-0.2164398003809626,-0.5198365900163865,-0.4882561854404903,-0.4723350969998695,-0.7923380518797787,-0.23606387817875288,-0.3900052547679059,-0.10015378149261,0.1565078785873237,1.390612695375751,-0.12518776002720575,-0.4201870373530157,0.19931410282746204,0.3340907064883213,-0.22823077755044316,0.26698158286179974,-0.8477745433831267,0.21142894928080463,-0.08326888369930001
EQU24_RS12660,0.5344615367506532,-0.30896400281507985,-0.07901616774566289,0.22093117393438216,-0.2456784525771572,0.029070293846948043,0.1732268946169397,0.0013912292132578828,0.580742953495912,0.5753452114386153,-0.14903249925135523,-0.03295086168820559,0.08100697393560928,0.00820168099620181,0.05130753263535577,-0.165258943711135,0.16538895024742567,-0.4204933930163912,0.16770216393759946,-0.06487136433615438
EQU24_RS12665,0.507980294694957,0.07737771286661856,0.7383670595150971,0.44740576970282353,0.8757744056724088,2.021188505621274,0.6296094800035424,1.8092384393427765,0.771934123899888,1.0760610601784397,-0.71227008371081,1.8719925980497443,0.47133637077568846,0.4482063222179555,1.1179466025820741,0.4678155239154578,0.4588474887636565,1.023971715713358,0.22854221701918476,-0.12969743236244788
EQU24_RS12670,-0.9519149488082819,0.12814428845457757,0.37649431981272485,0.19241076837426294,0.10767664832957224,0.43536463126214003,0.44365694494400904,0.2004449402492024,0.6526813839078713,0.2638289883431142,-0.0184956075847651,0.6555065829600899,0.019030311259108864,0.14724122424809274,0.7394360029976339,0.623451545307244,0.07138747636594894,0.23407322505868677,0.20311932617427786,-0.3217790219389261
EQU24_RS12675,-1.3525714249059553,0.4506150612084552,-0.4009660052974856,0.08444257070694848,-0.1349021646428154,-0.3762557867986643,-0.157192857543361,-0.0702646530873071,-0.35740263911075393,0.568344248606499,-0.03984688374543151,0.10861688037762274,-0.02768003630589628,0.2009982971025187,-0.2707989144722618,0.33664000192375176,0.17555143420381977,0.05341212106383298,0.18879504491453694,-0.5354619349320359
EQU24_RS12680,0.9005432113403792,-0.3156139747200903,0.1556201745703621,0.27405361287246294,0.8368709281492506,0.1180289342219364,1.0913432395563207,0.19680041600308104,0.005513009942913727,0.4964434209930513,0.08907753645843113,0.5256756446715346,0.23327838812638577,0.5156534301580702,-0.0008718054813137454,0.4991350594497206,0.4144562389731814,0.3211058396362569,0.18417549640021919,0.06592490100959739
EQU24_RS12685,0.2699495579604278,0.13753071677741546,0.22350198501266552,0.2505342135285764,0.6846434774478631,0.17227319158780646,0.9178279057886095,0.0680292477169457,0.26887834792078374,0.11927904932492991,0.10354339705845331,0.6830896572384956,0.08939636879791177,0.5241240552267336,0.42833470366554577,0.08557735266309362,0.18754771402038428,0.20199895336083057,0.1807284594590041,0.41848517376833133
EQU24_RS12690,-0.7081155218565186,0.4405345491117059,0.02936875718855176,0.695761973092979,0.32340474432748967,-0.18664168655972208,0.318734761943057,0.11352318743237386,-0.13128882534995473,1.3563925787803683,0.2663629007261622,0.5219595846775805,0.7400644055919787,0.1649370163177031,-0.0037319383819716273,0.40993863673478104,1.0657758238965158,1.021782014321651,0.2259798554199603,-0.4010383461512858
EQU24_RS12695,0.40451184230717435,-1.0128928185814545,0.5192946785452403,0.17553559705154018,-0.0229106012314795,0.5933103682349291,-0.24778929134863492,0.8611947133098464,0.2727853876990125,0.8740194246829791,-0.008481704632097565,0.8051492061455572,0.2587466319874005,-0.07949144291036897,0.23756550965189127,0.015638799116295524,0.6305122299012905,1.044042017224294,0.2292959337835551,0.5005772576574637
EQU24_RS12700,0.7240327256127708,-0.9272297949352528,0.4345761358094366,0.026509494476671586,0.09725646772274728,0.4974778513879252,-0.07811755412196186,0.582199497648061,0.4092206075111826,0.678776749083996,-0.23036061998996388,0.4869172104747684,0.16497068652642563,0.18983123483704556,0.06910363711664884,-0.24121528855748978,0.4373939322926497,0.6964404228266059,0.22731025869133664,0.03312271709819117
EQU24_RS12705,0.16363903038571118,0.09377359962012771,-0.3332655943907725,-0.07534901281293013,-0.4523423879276564,-0.15152220951417442,-0.5213026983249678,-0.17128841480382823,0.029157252829930536,0.5982095486350315,-0.7238523386109921,0.2522282885592065,-0.04271095887441267,0.13666068826965677,0.006109399079177206,-0.5156960185290811,0.2631600348034401,-0.08879447817756425,0.22175619593207135,0.9159865079057788
EQU24_RS12710,-0.06939160609872017,-0.35543927879846443,0.37633713459242163,0.6195028879410384,-0.3932647268062096,0.6635099939133694,-0.5147163310283391,0.5086815979660526,0.37471342326671325,1.2568850038371084,0.5338371550368094,0.6150286093396318,0.5515838068453116,-0.04009933927983279,0.29607589870800555,0.37893403894668304,1.0161190468695969,0.40965577430377986,0.1690382300895391,-0.16489139903118843
EQU24_RS12715,-0.3079742346694773,-0.38835205980296605,-0.31139475309677256,0.0559200030685005,-0.7551749626018167,0.009301512582878526,-0.9311380886030391,-0.21543596443869226,0.2403068646674456,0.3044492179337768,-0.20447711020263426,0.350172040353553,0.038438143838167224,-0.11418881807055269,-0.023994503949353964,-0.28623053015975775,0.2146832496893482,-0.23158259291074046,0.20244841814046158,-0.8260512200773459
EQU24_RS12720,-0.04633151409484937,-0.48162645307081847,0.08176272871420852,0.32335797849687925,0.12715373181964693,0.5907204814583988,0.32534012185857114,0.3472221574390378,0.11679155016016023,0.5714786593209636,0.8718224011713566,0.7010181058762869,0.38718803632694837,-0.456575712893779,0.37961452675379515,0.6639559340439634,0.7769745116092163,0.8860518500975758,0.19975808242407314,0.07146978424192735
EQU24_RS12725,-0.16482861471201016,-1.558746215590382,0.3975973553548333,0.11679051751390913,0.12119029841961172,0.668390409841811,0.13953113569383385,0.6512373662151384,0.7492800823509234,0.6089670558156701,0.493668097684273,0.5767890438783381,0.20620197771506732,-0.21636554238061032,0.09012635609565907,0.2258557721388861,0.184437076745703,0.6153634423876121,0.21791530829219574,-1.2812720692581836
EQU24_RS12730,-1.1313818401594635,-0.3296591621662956,0.031078654014809037,0.05549747294462959,-0.5712349273762725,-0.43870519856627227,-0.5569934053353974,-0.2171765322486974,0.029585619850119548,0.3387051338227039,0.1296605412694025,0.001695501974980159,0.08047416285051553,-0.07410115982703609,-0.03737375964958315,-0.05759561062474007,0.4728701633518266,-0.09274518596474293,0.1816823261896487,-0.30146135339638125
EQU24_RS12735,-1.4650585500702624,-0.18657826652135812,-0.4338961318521318,0.48305934558336683,-0.48804435600166224,-0.21565284483257127,-0.20594404613111433,0.18923621205083987,-0.8535752970442259,0.5811160696802149,0.020632245880421576,0.6760498514381735,0.30263522845877167,-0.5495130997133286,0.18017812434512015,0.11738437985323327,0.5716009862960005,0.4125538760697105,0.20761477638820455,-0.6403074816648776
EQU24_RS12740,0.4802658156021146,-0.9710984565742533,-0.1378734772079208,-0.09873809120054355,-0.5418693424043447,0.1035044751017511,-0.5046615944797929,0.19960609818655553,0.11349654035944744,0.5173607506293942,-0.1494005559838577,-0.1043942181808011,0.04642439253814301,-0.09633559508908493,-0.256247756207094,-0.23354935950179115,0.45192603436830736,0.05459706471593562,0.21636067774923318,-0.27090127650251317
