locus_tag,cluster_id,uMax,MeOH,NoCu,lowCu,medCu,highCu,LanzaTech,lowCH4,lowO2_fast_growth,aa3_KO,NO3_lowO2_slow_growth,highO2_slow_growth,lowO2_slow_growth,lowO2_fast_growth,lowO2_low_iron_fast_growth,WithLanthanum,NoLanthanum,crotonic_acid,slow_growth,unknown
EQU24_RS00110,0,0.2275823188179217,-1.2393258241180285,0.04946818781630028,-0.015646233980150102,0.41310984186671373,0.4442553236215977,-2.7796079810519045,-0.7779382119112629,-0.2590765103692144,-0.7945609464939863,-0.9615899307409568,-1.2598379437663587,-0.9923942545946284,-0.2590765103692144,-0.2639182568700181,-1.7190371426275182,-1.7523481492981394,-0.9929181585584644,-1.421205782830107,-1.3814944990401608
EQU24_RS00195,0,-0.10395553622502683,-0.298515625465726,-1.03183809097558,-0.9867239845761048,-0.6858701185894585,-0.6748194890488819,-2.0978390092748467,-1.5676103791065217,-1.1505336547742273,-1.2357516264168198,-1.5897703339857618,-1.0597907345427606,-1.270340702055372,-1.1505336547742273,-1.237453840902012,-1.1479113531639729,-1.2294117492135648,-0.7879092079421814,-1.7377077609619336,-2.484465588579572
EQU24_RS00240,0,0.14092493129243916,0.39892052177988796,-0.8817381899679811,-0.9767523970287628,-1.2376884283574416,-0.5128593465079752,-1.4334933569226698,-0.40857363807848096,0.3662872787357605,-1.6147006273671674,-0.8892782571217351,-0.33579485940154263,-1.1674994940755898,0.3662872787357605,0.10770623177519748,-1.3758086694758571,-1.3783101875315174,-0.3678268329113879,-1.6337530596638736,-0.4155681386015854
EQU24_RS00510,0,0.2325725287873489,-1.6892514195928443,-0.6853621248728636,-0.3471805019388601,0.22822335997915374,0.3684908040249436,-1.8420607603496515,-0.5034623737144037,-0.10522504207590777,-1.0381818488578851,-1.0163366984798492,-1.4430896081087614,-1.2152531994349196,-0.10522504207590777,-0.5613269687698683,-2.535208144416264,-2.7117528635743526,-0.8703639787244817,-1.3426595155346328,-1.6135264248076198
EQU24_RS00520,0,0.2320514325461045,-0.6219286450086405,-0.5786002742248083,-0.3661078621929249,-0.0558372525438596,-0.001243275808547328,-0.57872428717377,-0.8835625263361052,-0.041758623822260116,-1.051798507390678,-1.0733361195990614,-1.236887122097532,-0.9203227915782016,-0.041758623822260116,-0.8740149978346358,-1.0055925230934937,-1.169236778063964,-0.5295695773322121,-1.0653172319418045,-1.3260999758548078
EQU24_RS00545,0,0.19569402780974152,-1.2474478480286764,-0.61584482371382,-0.4625523102007363,-0.1359432384761703,-0.197389093780668,-1.1256083887712902,-1.0963662432132597,-0.6598112391633062,-1.1334857511506256,-0.8425806850083899,-1.3188064902236651,-0.8527658114343315,-0.6598112391633062,-0.3120416360369834,-1.0423332347963683,-1.1274973540166748,-0.4823519447993035,-1.1991551029619527,-1.1803628897350995
EQU24_RS00895,0,0.2262467122646807,-1.1007359203788016,-0.6675678863035861,-0.5881009798556743,-0.2374725474471793,-0.12311941409588235,-1.3274597762149765,-1.1454824132445824,-0.2510383733884108,-0.6257692933449029,-1.147080485401219,-1.4468426063491038,-1.4123277347832697,-0.2510383733884108,-1.2001288569668875,-1.053761841152692,-1.114818263060467,-1.2301630264353889,-0.9938406661450226,-0.7949001226284537
EQU24_RS01120,0,0.11891183617513247,0.4030623206723639,-0.11614287169454245,-0.2462775270982449,-0.10495615866976248,-0.16408720152032935,-2.1461342645570904,0.6364015360437872,-0.2568459830332438,-0.5227881972955283,-0.9352530915601854,-0.5604134353571709,-0.8606095991192315,-0.2568459830332438,0.7247190050563567,-2.103930064632921,-1.7540896355107234,-0.3999874444372047,-0.4848740521645054,-0.013280087818418305
EQU24_RS01125,0,0.09481339588171382,-0.6156027572979775,-1.1778264498221842,-1.1335042148723908,-1.1007421265799455,-0.6530870726719268,-0.5311883241458426,-0.9211156453212264,-0.6665455962448693,-1.0987732013310425,-1.0773487478732349,-1.02745272919258,-1.6892504139380575,-0.6665455962448693,-0.7367917100744494,-1.8469978257617696,-1.4991881147737016,-1.1128556983654116,-0.9826048926299896,0.3132451338381088
EQU24_RS01130,0,0.025927088670292264,-1.1172023030199871,-1.4148158770678343,-1.38849291043115,-1.6758058580495847,-1.2531073020331025,-0.17253292759233885,-1.3713661565777784,-1.0577891246860331,-0.8159409120583603,-1.0766109395481858,-0.9552317100493656,-1.8453676783346804,-1.0577891246860331,-1.226613681363473,-1.7314479017935542,-1.753270590844514,-1.1472619224800462,-1.0198498077471412,0.22728402106299697
