locus_tag,cluster_id,uMax,MeOH,NoCu,lowCu,medCu,highCu,LanzaTech,lowCH4,lowO2_fast_growth,aa3_KO,NO3_lowO2_slow_growth,highO2_slow_growth,lowO2_slow_growth,lowO2_fast_growth,lowO2_low_iron_fast_growth,WithLanthanum,NoLanthanum,crotonic_acid,slow_growth,unknown
EQU24_RS17060,20,-0.06323713431866661,0.16425639403343414,0.2360573825534381,0.2123530506982132,0.3655297513744548,-0.2838019757241217,-0.6188341506989589,0.1256623059172361,0.6368422598465725,5.174102051033691,3.5834773745733415,0.7946068547660429,4.083868682134218,0.6368422598465725,0.4131531760090149,0.6308964523332463,0.5906259880720345,0.2023433511046644,0.9502868237751796,0.6309662834407497
EQU24_RS17095,20,0.0567045450355436,-0.3723349104797889,-0.5539580048455293,-0.5538626585695006,-0.4406749506104413,-0.7342018586152507,-0.27692601206920714,-0.7684757999515891,0.6075910330572666,3.89506517964168,3.185501010052407,-1.2361258105728732,3.590356434281543,0.6075910330572666,-0.7418697018366575,-0.5305855819400288,-0.7088012077917467,-1.179136056027853,-0.7267107791730937,0.7062602006352525
EQU24_RS17100,20,-0.037094256940232516,0.19317308950163006,-0.3232945948652737,-0.4980986340559898,-0.33871451173670475,-0.6760932436894308,-0.6062893823652266,-0.8814975700156338,0.8320512080790924,3.7673225982569583,2.906784619593198,-0.8675103914098085,3.1942509440080222,0.8320512080790924,-0.991416977669997,-0.4630707670570647,-0.4494523064847465,-0.597434068492417,-0.5017975694503652,0.7983369117953613
EQU24_RS17115,20,-0.014117223428837956,-0.3360517109384273,-0.03403568924386755,0.012435065527246,0.18993116720284392,-0.4603891857078054,-0.02785468333944859,-0.8590661940072211,0.4695381248068143,3.49912397362156,3.073633344778275,1.1824758321526203,3.7758030388730273,0.4695381248068143,0.3010094871042114,0.1233916547399831,0.03887682100750956,-0.6658006911200732,0.5403419748336068,-0.14636498525794006
EQU24_RS17120,20,0.032112657425849955,-1.019817794929845,-0.1679374387784669,-0.18320316967798744,-0.19331435385334345,-0.402389800989294,-0.18757499551296236,-0.9981552475784069,0.5046665348771631,3.8129282501184703,3.2011429828798197,1.3495208015000817,3.7640843427288,0.5046665348771631,-0.5405826976974901,0.20962699413559605,0.09448713814965347,-0.5760937881711844,0.5606194368149638,-0.3680799017924713
EQU24_RS17125,20,0.06965673166020199,0.4802566479773071,-0.3667907882724131,-0.3881390152543768,-0.5647327936658048,-0.7823084258595504,0.4001558596050429,-0.6632760641367061,0.5362843768188548,2.9748807043379424,2.3859093075580744,0.5797202508730713,2.9130555195719383,0.5362843768188548,-0.028570345491321307,0.09485708392320552,-0.06326201812660982,-0.3555280548997567,-0.5710697564253121,0.4306466580329347
EQU24_RS17130,20,0.00024809749379650555,-0.7377509246347304,-0.8798350673727049,-0.7907885815751888,-0.5744078018640953,-1.4822880286733326,-0.8604160712675237,-1.4638663558200669,0.2531898493731648,3.4241597182448786,2.8726035837564234,0.6247222378897246,3.07356994460342,0.2531898493731648,-0.5849231729464015,-0.8209536399592685,-0.8121821099760541,-1.649979786753381,-0.720312392767698,0.22544788505590035
EQU24_RS17135,20,0.04959301701924829,-0.8808856346412147,-0.9684137636736534,-0.7204434809220714,-0.12384382407350344,-1.0883773795008072,-1.0433193210444889,-1.7152283402946449,0.2220082283821174,3.7150563615384655,3.2972920728930832,0.797584003569133,3.336763585132885,0.2220082283821174,-0.8339850786902504,-1.2213869247019695,-1.0635743593248346,-1.7028863821521734,-0.7403173634345259,0.495713218290966
EQU24_RS17140,20,-0.00438542007190545,-1.9611457531514616,-0.9068825755226476,-0.560339365874729,-0.06945778056034349,-0.6153854311854778,-0.7329774278723803,-2.0477859353332626,-0.2467436474333732,4.378265308994286,3.872366730681875,1.5197157245673274,4.082740783567705,-0.2467436474333732,-0.7888170188328925,-1.1851682635180916,-1.1920345903873408,-1.7657755040303598,-0.5171744326996299,-0.6270276837658851
EQU24_RS17145,20,0.08006828336595292,-1.6554896340479843,-0.6418799452416618,-0.4893122251627169,-0.020274018704144324,-0.6565302104185803,-0.5179934081586927,-1.5617160009958049,0.4228668577594956,4.403739085382061,3.747736591448626,1.2041798272020408,3.97870685724368,0.4228668577594956,-0.5057277826061134,-1.1460108829344895,-0.9750084964613166,-2.0017329941096307,-0.7329991671168856,-0.26957640656159915
