locus_tag,cluster_id,LanzaTech,MeOH,NO3_lowO2_slow_growth,NoCu,NoLanthanum,WT_control,WithLanthanum,aa3_KO,crotonic_acid,highCu,highO2_slow_growth,lowCH4,lowCu,lowO2_fast_growth,lowO2_low_iron_fast_growth,lowO2_slow_growth,medCu,slow_growth,uMax,unknown
EQU24_RS02085,6,2.468050790532184,0.5730322128295311,3.1184644778542383,1.8647912195048544,2.9471078409171034,3.7167464931965015,3.2033704221618238,3.0189872508142424,1.7963155796433996,0.12452878054447515,4.555152978723556,2.928704476348317,2.1226259365706763,1.2720189617124855,1.4324591786842418,2.502891603008785,1.348388949403544,3.654233121713384,0.17029363266768924,4.213178785845538
EQU24_RS02325,6,-0.2437767445842213,1.9697048572825304,1.4721767724759018,3.919611910698864,1.6806764752273915,2.619313212348348,1.7283017447068738,2.543120767120844,1.0007485890671692,0.6111672345160317,2.7645026644745743,-0.0936783345328842,3.355621514115748,0.5886546055086647,-0.3679389327705906,2.7706882400940294,2.4692471289878366,1.8489794056131876,0.1830034980215544,0.38693785573799067
EQU24_RS10515,6,1.3683357160785494,-0.2619003650370658,1.0396134740805014,3.9272664327567135,3.0647212016469134,1.8921636956528276,3.9462892444892113,1.946806178640656,0.7252402998285983,1.5539366260128826,4.449538260342115,0.8346079880500766,4.2199690375446215,-0.5104391955044545,0.6830775566050509,3.522953157895113,3.5445059577122717,2.171242703615111,-0.003574773542792982,4.693100987573121
EQU24_RS10520,6,0.9218088396888844,-0.03592001319042857,1.6845693177360863,4.40807236377089,3.404493653729661,2.2031164125325082,4.172318056471439,2.414964228166645,1.2922992249262049,2.0210009998085243,5.415858930783052,0.8731092316271765,4.866703355851401,-0.04935001433386309,0.4545919140593148,4.011908296065799,4.108046154431055,2.6742123580019324,-0.17539612058728976,5.0945131525538585
EQU24_RS10525,6,0.8575403746009351,1.1376004337536976,1.1563921369475452,4.012478055309976,3.0180661048415045,1.3434039637661792,3.6278565288444766,1.874189934096071,1.0249927838448856,1.4113591840523334,4.5617159013650195,0.8374004550255257,4.215739723129437,0.3960459912857929,0.6938440205574288,3.299625771764521,3.4667832527853304,2.104264493835029,0.0542609563321817,4.4892210548258555
EQU24_RS10530,6,1.1097529722196615,0.5153929220643878,1.2258825301395215,5.255372949914736,3.624445149898227,1.639228204302961,4.331798461190264,2.414630998311497,0.9823367539195677,2.3426809053823323,5.421192771942842,0.4348467832124546,5.517951135683979,0.6426466095320761,0.4776034149407567,3.7610832662981153,4.872303683998095,2.3222224527150663,-0.4791201651002423,5.79818299809367
EQU24_RS10535,6,1.0969372633624836,-0.2527205950309091,0.8877391122738068,5.110759360051684,3.361393726501913,1.4190108051374941,4.004539520216702,2.2565963993987763,0.84463460309652,1.8948317370962915,5.438765624697501,-0.20038069820821308,5.3352787600620255,-0.3901222479764156,0.4746536527368359,3.730833181735037,4.610463665671642,2.285428721175449,-0.4506493689727414,5.75622179451206
EQU24_RS10540,6,0.07433887468028327,-0.09573456996536167,0.9805730562594012,4.882594251408218,3.0255919281985366,1.3386304152992905,3.5133666966225694,2.1411704046710103,0.7831801805117463,2.0777807793640735,5.219210440464444,0.4584299411476159,5.2149897873370366,0.25830907125568103,0.346480130319802,3.7438122372895504,4.566887990119321,2.2849365968305237,-0.19645254795593547,5.548115747576048
EQU24_RS10545,6,0.3608872758576791,0.4735920206907046,0.9518219598134382,5.034264179811631,3.416389378724344,1.1203032361998675,4.100777764124092,1.789919606223931,0.7783875016373056,1.8873789052960976,5.1898803101610715,0.5932020982979893,5.298873406308818,0.3214772161091538,1.0482729271457247,3.669559754118801,4.4073853251201625,2.0439794357233687,-0.30908714324318715,5.433449588471434
EQU24_RS10550,6,1.0902807127757337,1.3958755802003595,0.788620747059178,3.8997466442191966,3.3676511828995754,1.3707974816709585,3.818326109986412,2.702872127235917,1.2184702417321718,1.180715892313792,4.618819059937248,0.6804942836799294,4.040952082953614,0.1734481562750058,0.2938176546017557,3.394764005505162,3.1306681621661,2.8205731217931467,-0.004329821883626895,4.580684831290991
